[-1.598832909260885, -1.68634540239443, -2.074930493031637, -0.9767850081073206, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.683704678212301, -2.0728076140033167, -0.981551472340719, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6810639540301722, -2.0706847349749964, -0.9863179365741175, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6784232298480433, -2.068561855946676, -0.9910844008075159, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6757825056659144, -2.0664389769183558, -0.9958508650409144, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6731417814837855, -2.0643160978900355, -1.0006173292743128, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6705010573016565, -2.062193218861715, -1.0053837935077112, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6678603331195276, -2.060070339833395, -1.0101502577411097, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6652196089373987, -2.0579474608050745, -1.014916721974508, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6625788847552698, -2.055824581776754, -1.0196831862079065, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.659938160573141, -2.053701702748434, -1.024449650441305, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.657297436391012, -2.0515788237201136, -1.0292161146747034, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.654656712208883, -2.0494559446917933, -1.0339825789081019, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6520159880267542, -2.047333065663473, -1.0387490431415003, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6493752638446253, -2.0452101866351526, -1.0435155073748987, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6467345396624964, -2.0430873076068323, -1.0482819716082972, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6440938154803675, -2.040964428578512, -1.0530484358416956, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6414530912982386, -2.0388415495501917, -1.057814900075094, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6388123671161097, -2.0367186705218714, -1.0625813643084925, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6361716429339808, -2.034595791493551, -1.067347828541891, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6335309187518519, -2.0324729124652308, -1.0721142927752894, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.630890194569723, -2.0303500334369105, -1.0768807570086878, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.628249470387594, -2.02822715440859, -1.0816472212420862, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6256087462054651, -2.02610427538027, -1.0864136854754847, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6225279013263147, -2.023627583180563, -1.0919745604144495, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6198871771441858, -2.0215047041522425, -1.096741024647848, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.617246452962057, -2.019381825123922, -1.1015074888812464, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.614605728779928, -2.017258946095602, -1.1062739531146448, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6119650045977991, -2.0151360670672815, -1.1110404173480433, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6093242804156702, -2.0130131880389612, -1.1158068815814417, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6066835562335413, -2.010890309010641, -1.1205733458148401, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6040428320514124, -2.0087674299823206, -1.1253398100482386, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.6014021078692835, -2.0066445509540003, -1.130106274281637, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.5987613836871546, -2.00452167192568, -1.1348727385150355, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.5961206595050257, -2.0023987928973597, -1.1396392027484339, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.5934799353228968, -2.0002759138690394, -1.1444056669818323, 1.595147967338562, -0.029132668172017873]
[-1.598832909260885, -1.5903990904437464, -1.9977992216693323, -1.1499665419207972, 1.595147967338562, -0.029132668172017873]
